code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
DIG,2015-04-01,15:04:12,HOSE,STOCK,12.0,12.4,10.8,11.8,11.8,11.5,11.6,11.63,6.365,6.365,6.203,6.258,6.273,765710.0,8904385000.0,0.0,0.0,-0.4,-0.2158,-3.3333
DIG,2015-03-31,16:03:18,HOSE,STOCK,11.5,12.8,11.2,11.5,12.0,11.5,12.0,11.73,6.203,6.473,6.203,6.473,6.327,611710.0,7175530000.0,0.0,0.0,0.5,0.2697,4.3478
DIG,2015-03-30,15:03:14,HOSE,STOCK,11.9,12.3,10.7,11.9,11.9,11.4,11.5,11.59,6.42,6.42,6.15,6.203,6.251,454460.0,5267663000.0,0.0,0.0,-0.4,-0.2158,-3.3613
DIG,2015-03-27,15:03:09,HOSE,STOCK,12.0,12.7,11.1,12.2,12.2,11.9,11.9,12.01,6.58,6.58,6.42,6.42,6.478,201460.0,2420512000.0,800000.0,9600000000.0,-0.1,-0.0539,-0.8333
DIG,2015-03-26,15:03:22,HOSE,STOCK,12.0,12.8,11.2,12.0,12.1,11.9,12.0,12.0,6.473,6.527,6.42,6.473,6.473,395960.0,4749622000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-03-25,15:03:08,HOSE,STOCK,12.2,13.0,11.4,12.2,12.2,12.0,12.0,12.08,6.58,6.58,6.473,6.473,6.515,607790.0,7342495000.0,0.0,0.0,-0.2,-0.1079,-1.6393
DIG,2015-03-24,15:03:15,HOSE,STOCK,12.2,13.0,11.4,12.2,12.2,11.9,12.2,12.06,6.58,6.58,6.42,6.58,6.507,581310.0,7009940000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-03-23,15:03:26,HOSE,STOCK,12.6,13.0,11.4,12.7,12.7,12.2,12.2,12.39,6.851,6.851,6.58,6.58,6.684,426660.0,5287995000.0,0.0,0.0,-0.4,-0.2157,-3.1746
DIG,2015-03-20,15:03:11,HOSE,STOCK,12.5,13.4,11.8,12.5,12.7,12.5,12.6,12.6,6.743,6.851,6.743,6.797,6.797,253220.0,3190241000.0,0.0,0.0,0.1,0.0539,0.8
DIG,2015-03-19,15:03:12,HOSE,STOCK,12.8,13.3,11.7,12.9,12.9,12.5,12.5,12.64,6.958,6.958,6.743,6.743,6.819,478560.0,6050308000.0,0.0,0.0,-0.3,-0.1618,-2.3438
DIG,2015-03-18,15:03:09,HOSE,STOCK,12.8,13.6,12.0,13.0,13.0,12.7,12.8,12.83,7.013,7.013,6.851,6.904,6.92,192690.0,2472035000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-03-17,15:03:11,HOSE,STOCK,12.7,13.6,12.0,12.8,12.9,12.6,12.8,12.75,6.904,6.958,6.797,6.904,6.877,778090.0,9916856000.0,0.0,0.0,0.1,0.0539,0.7874
DIG,2015-03-16,15:03:41,HOSE,STOCK,13.1,13.5,11.9,13.1,13.1,12.7,12.7,12.89,7.067,7.067,6.851,6.851,6.954,734720.0,9472130000.0,0.0,0.0,-0.4,-0.2158,-3.0534
DIG,2015-03-13,15:03:11,HOSE,STOCK,13.3,14.0,12.2,13.3,13.3,13.1,13.1,13.19,7.174,7.174,7.067,7.067,7.116,307530.0,4055861000.0,800000.0,10640000000.0,-0.2,-0.1079,-1.5038
DIG,2015-03-12,15:03:11,HOSE,STOCK,13.2,14.2,12.4,13.2,13.3,13.0,13.3,13.14,7.12,7.174,7.013,7.174,7.089,467040.0,6138651000.0,0.0,0.0,0.1,0.0539,0.7576
DIG,2015-03-11,15:03:11,HOSE,STOCK,13.2,14.1,12.3,13.2,13.3,13.1,13.2,13.22,7.12,7.174,7.067,7.12,7.132,240760.0,3183487000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-03-10,15:03:12,HOSE,STOCK,13.1,14.1,12.3,13.1,13.3,13.1,13.2,13.16,7.067,7.174,7.067,7.12,7.099,492440.0,6481841000.0,0.0,0.0,0.1,0.0539,0.7634
DIG,2015-03-09,15:03:10,HOSE,STOCK,13.3,14.0,12.2,13.4,13.4,13.1,13.1,13.27,7.227,7.227,7.067,7.067,7.159,365400.0,4849835000.0,0.0,0.0,-0.2,-0.1079,-1.5038
DIG,2015-03-06,15:03:15,HOSE,STOCK,13.4,14.2,12.4,13.5,13.5,13.3,13.3,13.39,7.282,7.282,7.174,7.174,7.222,406200.0,5437390000.0,0.0,0.0,-0.1,-0.0539,-0.7463
DIG,2015-03-05,15:03:10,HOSE,STOCK,13.7,14.3,12.5,13.7,13.8,13.4,13.4,13.6,7.39,7.444,7.227,7.227,7.337,682090.0,9274564000.0,0.0,0.0,-0.3,-0.1618,-2.1898
DIG,2015-03-04,15:03:14,HOSE,STOCK,13.2,14.6,12.8,13.3,13.7,13.3,13.7,13.53,7.174,7.39,7.174,7.39,7.299,950570.0,12861168000.0,0.0,0.0,0.5,0.2697,3.7879
DIG,2015-03-03,15:03:08,HOSE,STOCK,13.0,13.9,12.1,13.1,13.4,13.0,13.2,13.12,7.067,7.227,7.013,7.12,7.078,484950.0,6360935000.0,0.0,0.0,0.2,0.1079,1.5385
DIG,2015-03-02,15:03:12,HOSE,STOCK,13.2,13.9,12.1,13.2,13.2,12.9,13.0,13.0,7.12,7.12,6.958,7.013,7.013,183070.0,2380084000.0,0.0,0.0,-0.2,-0.1079,-1.5152
DIG,2015-02-27,15:02:08,HOSE,STOCK,13.2,14.1,12.3,13.2,13.3,13.1,13.2,13.17,7.12,7.174,7.067,7.12,7.104,150090.0,1976539000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-02-26,15:02:08,HOSE,STOCK,13.1,14.1,12.3,13.1,13.2,12.9,13.2,13.05,7.067,7.12,6.958,7.12,7.039,331080.0,4318963000.0,0.0,0.0,0.1,0.0539,0.7634
DIG,2015-02-25,15:02:13,HOSE,STOCK,13.3,14.0,12.2,13.3,13.5,13.0,13.1,13.21,7.174,7.282,7.013,7.067,7.125,294470.0,3889035000.0,0.0,0.0,-0.2,-0.1079,-1.5038
DIG,2015-02-24,15:02:10,HOSE,STOCK,13.5,14.2,12.4,13.5,13.6,13.2,13.3,13.33,7.282,7.337,7.12,7.174,7.191,161460.0,2152530000.0,0.0,0.0,-0.2,-0.1079,-1.4815
DIG,2015-02-13,15:02:09,HOSE,STOCK,13.5,14.4,12.6,13.1,13.6,13.1,13.5,13.39,7.067,7.337,7.067,7.282,7.222,452500.0,6058283000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-02-12,15:02:10,HOSE,STOCK,12.8,14.0,12.2,12.9,13.1,12.8,13.1,12.99,6.958,7.067,6.904,7.067,7.008,649580.0,8438195000.0,0.0,0.0,0.3,0.1618,2.3438
DIG,2015-02-11,15:02:11,HOSE,STOCK,12.5,13.6,12.0,12.5,12.8,12.5,12.8,12.7,6.743,6.904,6.743,6.904,6.851,252880.0,3211945000.0,0.0,0.0,0.3,0.1618,2.4
DIG,2015-02-10,15:02:08,HOSE,STOCK,12.6,13.3,11.7,12.4,12.7,12.4,12.5,12.58,6.689,6.851,6.689,6.743,6.785,214940.0,2703198000.0,0.0,0.0,-0.1,-0.0539,-0.7937
DIG,2015-02-09,15:02:09,HOSE,STOCK,12.5,13.4,11.8,12.6,12.7,12.4,12.6,12.55,6.797,6.851,6.689,6.797,6.77,235040.0,2949700000.0,0.0,0.0,0.1,0.0539,0.8
DIG,2015-02-06,15:02:07,HOSE,STOCK,12.5,13.3,11.7,12.5,12.7,12.5,12.5,12.55,6.743,6.851,6.743,6.743,6.77,308120.0,3865669000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-02-05,15:02:03,HOSE,STOCK,12.5,13.3,11.7,12.4,12.7,12.4,12.5,12.54,6.689,6.851,6.689,6.743,6.764,209880.0,2631682000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-02-04,15:02:12,HOSE,STOCK,12.6,13.3,11.7,12.4,12.6,12.3,12.5,12.44,6.689,6.797,6.635,6.743,6.711,248370.0,3090563000.0,0.0,0.0,-0.1,-0.0539,-0.7937
DIG,2015-02-03,15:02:09,HOSE,STOCK,12.8,13.4,11.8,12.8,12.8,12.6,12.6,12.65,6.904,6.904,6.797,6.797,6.825,342440.0,4331437000.0,0.0,0.0,-0.2,-0.1079,-1.5625
DIG,2015-02-02,15:02:09,HOSE,STOCK,12.9,13.6,12.0,12.9,13.0,12.6,12.8,12.78,6.958,7.013,6.797,6.904,6.894,333520.0,4262983000.0,20590.0,259434000.0,-0.1,-0.0539,-0.7752
DIG,2015-01-30,15:01:09,HOSE,STOCK,13.4,13.8,12.0,13.4,13.4,12.7,12.9,13.09,7.227,7.227,6.851,6.958,7.06,384840.0,5037002000.0,0.0,0.0,-0.5,-0.2697,-3.7313
DIG,2015-01-29,15:01:05,HOSE,STOCK,13.2,14.1,12.3,13.2,13.4,13.1,13.4,13.15,7.12,7.227,7.067,7.227,7.093,449150.0,5907328000.0,0.0,0.0,0.2,0.1079,1.5152
DIG,2015-01-28,15:01:05,HOSE,STOCK,13.1,14.1,12.3,13.1,13.3,13.0,13.2,13.11,7.067,7.174,7.013,7.12,7.073,426220.0,5589043000.0,0.0,0.0,0.1,0.0539,0.7634
DIG,2015-01-27,15:01:12,HOSE,STOCK,13.5,14.0,12.2,13.4,13.6,13.1,13.1,13.3,7.227,7.337,7.067,7.067,7.174,476060.0,6329407000.0,0.0,0.0,-0.4,-0.2158,-2.963
DIG,2015-01-26,15:01:32,HOSE,STOCK,13.3,14.4,12.6,13.3,13.7,13.3,13.5,13.49,7.174,7.39,7.174,7.282,7.278,826550.0,11146279000.0,0.0,0.0,0.2,0.1079,1.5038
DIG,2015-01-23,15:01:13,HOSE,STOCK,13.1,14.0,12.2,13.3,13.4,13.0,13.3,13.26,7.174,7.227,7.013,7.174,7.152,613070.0,8128196000.0,0.0,0.0,0.2,0.1079,1.5267
DIG,2015-01-22,15:01:16,HOSE,STOCK,13.1,14.0,12.2,13.1,13.3,13.0,13.1,13.09,7.067,7.174,7.013,7.067,7.06,584180.0,7647312000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-01-21,15:01:05,HOSE,STOCK,13.5,14.0,12.2,13.5,13.5,13.1,13.1,13.25,7.282,7.282,7.067,7.067,7.148,336420.0,4458347000.0,0.0,0.0,-0.4,-0.2158,-2.963
DIG,2015-01-20,15:01:06,HOSE,STOCK,13.5,14.4,12.6,13.3,13.5,13.2,13.5,13.32,7.174,7.282,7.12,7.282,7.185,277800.0,3700558000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-01-19,15:01:09,HOSE,STOCK,13.5,14.4,12.6,13.6,13.7,13.3,13.5,13.48,7.337,7.39,7.174,7.282,7.271,298150.0,4018354000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-01-16,15:01:05,HOSE,STOCK,13.2,14.4,12.6,13.2,13.7,13.1,13.5,13.51,7.12,7.39,7.067,7.282,7.287,1016750.0,13732414000.0,0.0,0.0,0.3,0.1618,2.2727
DIG,2015-01-15,15:01:28,HOSE,STOCK,13.2,14.1,12.3,13.1,13.3,13.1,13.2,13.21,7.067,7.174,7.067,7.12,7.125,256420.0,3388199000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-01-14,15:01:19,HOSE,STOCK,13.1,14.1,12.3,13.0,13.2,12.8,13.2,13.0,7.013,7.12,6.904,7.12,7.013,525550.0,6830412000.0,0.0,0.0,0.1,0.0539,0.7634
DIG,2015-01-13,15:01:09,HOSE,STOCK,12.8,14.0,12.2,12.9,13.1,12.8,13.1,13.02,6.958,7.067,6.904,7.067,7.024,301080.0,3920244000.0,0.0,0.0,0.3,0.1618,2.3438
DIG,2015-01-12,16:01:02,HOSE,STOCK,13.1,13.6,12.0,13.1,13.2,12.8,12.8,13.04,7.067,7.12,6.904,6.904,7.034,280800.0,3662289000.0,0.0,0.0,-0.3,-0.1618,-2.2901
DIG,2015-01-09,15:01:14,HOSE,STOCK,13.0,14.0,12.2,13.0,13.3,12.9,13.1,13.04,7.013,7.174,6.958,7.067,7.034,470930.0,6140653000.0,0.0,0.0,0.1,0.0539,0.7692
DIG,2015-01-08,15:01:11,HOSE,STOCK,13.0,13.9,12.1,13.0,13.0,12.8,13.0,12.89,7.013,7.013,6.904,7.013,6.954,180320.0,2324432000.0,0.0,0.0,0.0,0.0,0.0
DIG,2015-01-07,15:01:06,HOSE,STOCK,13.1,13.9,12.1,13.1,13.4,13.0,13.0,13.23,7.067,7.227,7.013,7.013,7.137,454950.0,6018021000.0,0.0,0.0,-0.1,-0.0539,-0.7634
DIG,2015-01-06,15:01:05,HOSE,STOCK,13.0,14.0,12.2,12.7,13.3,12.6,13.1,12.98,6.851,7.174,6.797,7.067,7.002,510980.0,6632911000.0,0.0,0.0,0.1,0.0539,0.7692
DIG,2015-01-05,16:01:04,HOSE,STOCK,13.1,13.9,12.1,13.1,13.2,12.8,13.0,13.01,7.067,7.12,6.904,7.013,7.017,269030.0,3499396000.0,0.0,0.0,-0.1,-0.0539,-0.7634
DIG,2014-12-31,15:12:02,HOSE,STOCK,13.1,14.0,12.2,12.4,13.1,12.4,13.1,12.86,6.689,7.067,6.689,7.067,6.937,777520.0,9999426000.0,900000.0,11070000000.0,0.0,0.0,0.0
DIG,2014-12-30,15:12:03,HOSE,STOCK,11.7,13.1,11.5,11.8,12.3,11.3,12.3,11.89,6.365,6.635,6.096,6.635,6.414,430270.0,5114575000.0,0.0,0.0,0.6,0.3237,5.1282
DIG,2014-12-29,15:12:04,HOSE,STOCK,12.3,12.5,10.9,12.3,12.5,11.5,11.7,11.84,6.635,6.743,6.203,6.311,6.387,785390.0,9296145000.0,0.0,0.0,-0.6,-0.3236,-4.878
DIG,2014-12-26,15:12:03,HOSE,STOCK,12.7,13.1,11.5,12.7,12.7,12.2,12.3,12.45,6.851,6.851,6.58,6.635,6.715,423410.0,5270393000.0,900000.0,12150000000.0,-0.4,-0.2158,-3.1496
DIG,2014-12-25,15:12:03,HOSE,STOCK,13.0,13.9,12.1,12.9,13.1,12.6,12.7,12.81,6.958,7.067,6.797,6.851,6.911,351700.0,4503792000.0,0.0,0.0,-0.3,-0.1618,-2.3077
DIG,2014-12-24,15:12:02,HOSE,STOCK,13.1,13.9,12.1,13.0,13.4,13.0,13.0,13.07,7.013,7.227,7.013,7.013,7.05,217750.0,2845520000.0,0.0,0.0,-0.1,-0.0539,-0.7634
DIG,2014-12-23,15:12:18,HOSE,STOCK,13.2,14.0,12.2,13.2,13.5,13.1,13.1,13.23,7.12,7.282,7.067,7.067,7.137,217340.0,2875626000.0,0.0,0.0,-0.1,-0.0539,-0.7576
DIG,2014-12-22,15:12:46,HOSE,STOCK,13.0,14.1,12.3,13.0,13.3,12.9,13.2,13.13,7.013,7.174,6.958,7.12,7.082,178460.0,2343427000.0,0.0,0.0,0.2,0.1079,1.5385
DIG,2014-12-19,15:12:03,HOSE,STOCK,13.3,13.9,12.1,13.3,13.3,13.0,13.0,13.14,7.174,7.174,7.013,7.013,7.089,281270.0,3694800000.0,0.0,0.0,-0.3,-0.1618,-2.2556
DIG,2014-12-18,15:12:42,HOSE,STOCK,12.9,14.2,12.4,13.2,13.5,13.2,13.3,13.27,7.12,7.282,7.12,7.174,7.159,549490.0,7291072000.0,0.0,0.0,0.4,0.2158,3.1008
DIG,2014-12-17,15:12:13,HOSE,STOCK,13.6,13.8,12.0,13.7,13.8,12.7,12.9,13.13,7.39,7.444,6.851,6.958,7.082,1179710.0,15493890000.0,0.0,0.0,-0.7,-0.3776,-5.1471
DIG,2014-12-16,15:12:13,HOSE,STOCK,14.0,14.5,12.7,14.0,14.0,13.6,13.6,13.76,7.552,7.552,7.337,7.337,7.423,767230.0,10558371000.0,0.0,0.0,-0.4,-0.2158,-2.8571
DIG,2014-12-15,15:12:09,HOSE,STOCK,14.3,14.9,13.1,14.2,14.3,14.0,14.0,14.2,7.661,7.713,7.552,7.552,7.661,157710.0,2240125000.0,0.0,0.0,-0.3,-0.1618,-2.0979
DIG,2014-12-12,15:12:47,HOSE,STOCK,14.2,15.3,13.3,14.2,14.3,14.1,14.3,14.22,7.661,7.713,7.607,7.713,7.672,172380.0,2451619000.0,0.0,0.0,0.1,0.0539,0.7042
DIG,2014-12-11,15:12:10,HOSE,STOCK,14.3,15.1,13.3,14.2,14.5,14.2,14.2,14.28,7.661,7.821,7.661,7.661,7.703,347770.0,4965241000.0,0.0,0.0,-0.1,-0.054,-0.6993
DIG,2014-12-10,15:12:10,HOSE,STOCK,13.5,15.3,13.3,13.7,14.3,13.5,14.3,13.86,7.39,7.713,7.282,7.713,7.476,579890.0,8037244000.0,0.0,0.0,0.8,0.4315,5.9259
DIG,2014-12-09,15:12:14,HOSE,STOCK,14.3,14.4,12.6,14.2,14.3,13.4,13.5,13.92,7.661,7.713,7.227,7.282,7.509,904470.0,12586519000.0,0.0,0.0,-0.8,-0.4315,-5.5944
DIG,2014-12-08,15:12:13,HOSE,STOCK,14.6,15.3,13.3,14.6,14.7,14.3,14.3,14.45,7.876,7.929,7.713,7.713,7.795,601320.0,8691885000.0,0.0,0.0,-0.3,-0.1618,-2.0548
DIG,2014-12-05,15:12:11,HOSE,STOCK,14.5,15.6,13.6,14.4,14.8,14.4,14.6,14.61,7.767,7.985,7.767,7.876,7.881,412160.0,6020411000.0,0.0,0.0,0.1,0.0539,0.6897
DIG,2014-12-04,15:12:17,HOSE,STOCK,14.7,15.5,13.5,14.7,14.7,14.4,14.5,14.56,7.929,7.929,7.767,7.821,7.853,487120.0,7090598000.0,0.0,0.0,-0.2,-0.1079,-1.3605
DIG,2014-12-03,15:12:11,HOSE,STOCK,14.7,15.7,13.7,14.7,14.8,14.5,14.7,14.64,7.929,7.985,7.821,7.929,7.897,413010.0,6046880000.0,0.0,0.0,0.0,0.0,0.0
DIG,2014-12-02,15:12:11,HOSE,STOCK,14.3,15.7,13.7,14.5,14.7,14.3,14.7,14.42,7.821,7.929,7.713,7.929,7.779,520320.0,7505181000.0,0.0,0.0,0.4,0.2158,2.7972
DIG,2014-12-01,15:12:13,HOSE,STOCK,14.7,15.3,13.3,14.8,14.9,14.3,14.3,14.56,7.985,8.038,7.713,7.713,7.853,565360.0,8229027000.0,0.0,0.0,-0.4,-0.2157,-2.7211
DIG,2014-11-28,15:11:10,HOSE,STOCK,14.7,15.7,13.7,14.7,15.2,14.7,14.7,14.84,7.929,8.199,7.929,7.929,8.005,1143590.0,16966086000.0,0.0,0.0,0.0,0.0,0.0
DIG,2014-11-27,15:11:10,HOSE,STOCK,14.5,15.7,13.7,14.5,14.8,14.2,14.7,14.54,7.821,7.985,7.661,7.929,7.844,1072950.0,15595974000.0,0.0,0.0,0.2,0.1079,1.3793
DIG,2014-11-26,15:11:11,HOSE,STOCK,13.9,15.5,13.5,14.1,14.7,14.1,14.5,14.38,7.607,7.929,7.607,7.821,7.757,2680340.0,38555146000.0,0.0,0.0,0.6,0.3236,4.3165
DIG,2014-11-25,15:11:13,HOSE,STOCK,13.6,14.8,13.0,13.8,14.0,13.6,13.9,13.83,7.444,7.552,7.337,7.498,7.461,666750.0,9222866000.0,0.0,0.0,0.3,0.1618,2.2059
DIG,2014-11-24,15:11:13,HOSE,STOCK,13.7,14.5,12.7,13.6,13.8,13.4,13.6,13.56,7.337,7.444,7.227,7.337,7.315,858400.0,11642934000.0,0.0,0.0,-0.1,-0.0539,-0.7299
DIG,2014-11-21,15:11:13,HOSE,STOCK,14.1,14.6,12.8,14.1,14.1,13.7,13.7,13.87,7.607,7.607,7.39,7.39,7.483,630970.0,8751013000.0,0.0,0.0,-0.4,-0.2158,-2.8369
DIG,2014-11-20,15:11:16,HOSE,STOCK,13.8,15.0,13.2,13.8,14.2,13.8,14.1,13.95,7.444,7.661,7.444,7.607,7.526,809550.0,11292357000.0,0.0,0.0,0.3,0.1619,2.1739
DIG,2014-11-19,15:11:13,HOSE,STOCK,13.9,14.7,12.9,13.9,14.0,13.6,13.8,13.76,7.498,7.552,7.337,7.444,7.423,764130.0,10515622000.0,0.0,0.0,-0.1,-0.0539,-0.7194
DIG,2014-11-18,15:11:12,HOSE,STOCK,14.2,14.8,13.0,14.2,14.3,13.9,13.9,14.07,7.661,7.713,7.498,7.498,7.59,963090.0,13549616000.0,0.0,0.0,-0.3,-0.1618,-2.1127
DIG,2014-11-17,15:11:14,HOSE,STOCK,14.3,15.1,13.3,14.4,14.5,14.2,14.2,14.29,7.767,7.821,7.661,7.661,7.709,850780.0,12157059000.0,0.0,0.0,-0.1,-0.054,-0.6993
DIG,2014-11-14,15:11:13,HOSE,STOCK,14.6,15.3,13.3,14.6,14.6,14.1,14.3,14.33,7.876,7.876,7.607,7.713,7.731,759910.0,10891056000.0,0.0,0.0,-0.3,-0.1618,-2.0548
DIG,2014-11-13,15:11:12,HOSE,STOCK,15.0,15.6,13.6,15.0,15.0,14.6,14.6,14.76,8.091,8.091,7.876,7.876,7.962,842510.0,12438488000.0,0.0,0.0,-0.4,-0.2158,-2.6667
DIG,2014-11-12,15:11:12,HOSE,STOCK,14.6,16.0,14.0,14.6,15.0,14.6,15.0,14.78,7.876,8.091,7.876,8.091,7.973,1205310.0,17819705000.0,0.0,0.0,0.4,0.2158,2.7397
DIG,2014-11-11,15:11:10,HOSE,STOCK,14.4,15.6,13.6,14.4,14.8,14.4,14.6,14.6,7.767,7.985,7.767,7.876,7.876,1551110.0,22652724000.0,0.0,0.0,0.2,0.1079,1.3889
DIG,2014-11-10,15:11:14,HOSE,STOCK,14.2,15.4,13.4,14.3,14.7,14.2,14.4,14.5,7.713,7.929,7.661,7.767,7.821,1423490.0,20634803000.0,0.0,0.0,0.2,0.1079,1.4085
DIG,2014-11-07,15:11:13,HOSE,STOCK,14.1,15.1,13.3,14.1,14.2,13.9,14.2,14.03,7.607,7.661,7.498,7.661,7.569,670990.0,9416890000.0,0.0,0.0,0.1,0.054,0.7092
DIG,2014-11-06,15:11:05,HOSE,STOCK,14.0,14.9,13.1,14.1,14.3,13.9,14.1,14.08,7.607,7.713,7.498,7.607,7.595,775630.0,10920362000.0,0.0,0.0,0.1,0.054,0.7143
DIG,2014-11-05,15:11:12,HOSE,STOCK,14.1,14.9,13.1,14.1,14.2,13.5,14.0,14.27,7.607,7.661,7.282,7.552,7.697,1343000.0,18688220000.0,0.0,0.0,-0.1,-0.0539,-0.7092
DIG,2014-11-04,15:11:07,HOSE,STOCK,14.3,15.0,13.2,14.2,14.5,14.1,14.1,14.27,7.661,7.821,7.607,7.607,7.697,694970.0,9914057000.0,0.0,0.0,-0.2,-0.1079,-1.3986
DIG,2014-11-03,15:11:07,HOSE,STOCK,14.4,15.3,13.3,14.4,14.7,14.3,14.3,14.5,7.767,7.929,7.713,7.713,7.821,1026710.0,14886871000.0,0.0,0.0,-0.1,-0.0539,-0.6944
DIG,2014-10-31,15:10:07,HOSE,STOCK,13.8,15.4,13.4,13.9,14.4,13.8,14.4,14.18,7.498,7.767,7.444,7.767,7.649,1298780.0,18416698000.0,0.0,0.0,0.6,0.3236,4.3478
DIG,2014-10-30,15:10:06,HOSE,STOCK,14.0,14.7,12.9,13.9,14.1,13.8,13.8,13.97,7.498,7.607,7.444,7.444,7.536,682910.0,9540075000.0,0.0,0.0,-0.2,-0.1079,-1.4286
DIG,2014-10-29,15:10:09,HOSE,STOCK,13.7,14.9,13.1,13.9,14.1,13.8,14.0,13.93,7.498,7.607,7.444,7.552,7.514,435950.0,6074763000.0,0.0,0.0,0.3,0.1618,2.1898
DIG,2014-10-28,15:10:07,HOSE,STOCK,13.3,14.6,12.8,13.4,13.8,13.3,13.7,13.55,7.227,7.444,7.174,7.39,7.309,449630.0,6093841000.0,0.0,0.0,0.4,0.2158,3.0075
DIG,2014-10-27,15:10:08,HOSE,STOCK,13.6,14.2,12.4,13.5,14.0,13.3,13.3,13.63,7.282,7.552,7.174,7.174,7.352,755180.0,10293578000.0,0.0,0.0,-0.3,-0.1618,-2.2059
DIG,2014-10-24,15:10:07,HOSE,STOCK,13.5,14.5,12.7,13.6,13.8,13.4,13.6,13.59,7.337,7.444,7.227,7.337,7.33,617020.0,8386071000.0,0.0,0.0,0.1,0.0539,0.7407
DIG,2014-10-23,15:10:07,HOSE,STOCK,14.2,14.4,12.6,14.0,14.3,13.5,13.5,13.87,7.552,7.713,7.282,7.282,7.483,972010.0,13482116000.0,0.0,0.0,-0.7,-0.3776,-4.9296
DIG,2014-10-22,15:10:13,HOSE,STOCK,14.0,15.1,13.3,14.0,14.3,14.0,14.2,14.12,7.552,7.713,7.552,7.661,7.616,832700.0,11761660000.0,0.0,0.0,0.2,0.1079,1.4286
DIG,2014-10-21,15:10:07,HOSE,STOCK,13.8,14.9,13.1,13.9,14.4,13.8,14.0,14.01,7.498,7.767,7.444,7.552,7.556,599080.0,8391051000.0,0.0,0.0,0.2,0.1079,1.4493
DIG,2014-10-20,15:10:11,HOSE,STOCK,14.0,14.9,13.1,14.0,14.1,13.8,13.8,13.96,7.552,7.607,7.444,7.444,7.53,625250.0,8729732000.0,0.0,0.0,-0.2,-0.1079,-1.4286
DIG,2014-10-17,15:10:07,HOSE,STOCK,13.4,14.9,13.1,13.4,14.0,13.2,14.0,13.48,7.227,7.552,7.12,7.552,7.271,1410500.0,19016635000.0,0.0,0.0,0.6,0.3237,4.4776
DIG,2014-10-16,15:10:08,HOSE,STOCK,14.2,14.3,12.5,14.3,14.3,13.4,13.4,13.82,7.713,7.713,7.227,7.227,7.455,1661090.0,22949985000.0,0.0,0.0,-0.8,-0.4315,-5.6338
DIG,2014-10-15,15:10:07,HOSE,STOCK,14.2,15.1,13.3,14.2,14.4,14.0,14.2,14.18,7.661,7.767,7.552,7.661,7.649,1579380.0,22399594000.0,0.0,0.0,0.0,0.0,0.0
DIG,2014-10-14,16:10:06,HOSE,STOCK,15.0,15.1,13.3,14.9,15.1,14.2,14.2,14.69,8.038,8.145,7.661,7.661,7.924,1236210.0,18155000000.0,0.0,0.0,-0.8,-0.4316,-5.3333
DIG,2014-10-13,15:10:07,HOSE,STOCK,14.6,16.0,14.0,14.7,15.0,14.5,15.0,14.78,7.929,8.091,7.821,8.091,7.973,564450.0,8344043000.0,0.0,0.0,0.4,0.2158,2.7397
DIG,2014-10-10,15:10:59,HOSE,STOCK,14.5,15.6,13.6,14.4,14.9,14.3,14.6,14.65,7.767,8.038,7.713,7.876,7.903,1998780.0,29282941000.0,0.0,0.0,0.1,0.0539,0.6897
DIG,2014-10-09,15:10:15,HOSE,STOCK,15.0,15.5,13.5,15.0,15.2,14.5,14.5,15.19,8.091,8.199,7.821,7.821,8.193,2140090.0,31528308000.0,0.0,0.0,-0.5,-0.2697,-3.3333
DIG,2014-10-08,15:10:16,HOSE,STOCK,15.6,16.0,14.0,15.5,15.6,14.8,15.0,15.19,8.362,8.415,7.985,8.091,8.193,2529630.0,38413473000.0,0.0,0.0,-0.6,-0.3236,-3.8462
DIG,2014-10-07,15:10:10,HOSE,STOCK,15.7,16.7,14.7,15.9,16.0,15.6,15.6,15.74,8.578,8.631,8.415,8.415,8.49,2003380.0,31526660000.0,0.0,0.0,-0.1,-0.0539,-0.6369
DIG,2014-10-06,15:10:13,HOSE,STOCK,15.8,16.7,14.7,16.0,16.2,15.6,15.7,15.82,8.631,8.738,8.415,8.468,8.533,1431490.0,22650944000.0,0.0,0.0,-0.1,-0.0539,-0.6329
DIG,2014-10-03,15:10:11,HOSE,STOCK,15.4,16.4,14.4,15.3,16.3,15.2,15.8,15.7,8.253,8.793,8.199,8.523,8.468,1959960.0,30777561000.0,3525280.0,50764032000.0,0.4,0.2158,2.5974
